,zone_0,zone_1,zone_2,zone_3,zone_4,zone_5,zone_6,zone_7,zone_8,zone_9,zone_10
86,0.257574566475997,0.299890533410237,0.21736333283696999,0.2846153514922721,0.2616809466814753,0.21687061236598867,0.3303581209013298,0.23097685601216186,0.23983794938761774,0.28029348436895024,0.21254563554804887
87,0.25762672461934355,0.29985603714834563,0.21746718704324122,0.2849139657008418,0.2617313834188061,0.2168052050541351,0.33045483791454267,0.23098596940809796,0.2397988903657643,0.2802438240765207,0.21251440378086148
88,0.25770934487651304,0.2998332165565382,0.21761353633881472,0.2852333140311005,0.26176733843616773,0.2167508874004031,0.3305862588092987,0.23095294896401644,0.2397943860568026,0.2802129751246498,0.21246914514264723
89,0.2577878603233166,0.2998032063616549,0.2177011155219208,0.28541936082225045,0.2617850708415388,0.2166775049731101,0.33071824225249197,0.23093225521199523,0.23973688938392568,0.28017488977103727,0.21242560954830203
90,0.2578960529678808,0.29980117841057685,0.21782866262274028,0.2855373311282677,0.2618245271923601,0.21662311843243537,0.3308884900182973,0.23088334152028883,0.23970488028571002,0.2801703680564643,0.21236389908191772
91,0.25799803690195,0.29975925866054487,0.21789183513993865,0.2855928507858378,0.26183924408250847,0.21653795658853278,0.3310530419914141,0.23084026296119875,0.23962113331031856,0.2801500885123339,0.21230283147820414
92,0.25812833106815125,0.2997470373591161,0.21799450614443508,0.2856319129839706,0.2618804326485092,0.2164730950868821,0.3312382478271701,0.2307654615379823,0.2395679168454233,0.2801545890238484,0.21221980402963922
93,0.258261422600326,0.29971829691795726,0.21801886054862904,0.2856245539397117,0.26184677052079025,0.216392220396563,0.33141169249378494,0.23070466320392385,0.2394707078634049,0.2801874612809815,0.21215112038155134
94,0.25842213772074113,0.29970289709134046,0.2180845466500846,0.28560368840674466,0.2618350938985587,0.21633482678432053,0.33160992638579273,0.23062177257591165,0.23939475164476287,0.2801861888211666,0.21206251555697878
95,0.2585708651640091,0.29967995401482983,0.21810057203497854,0.2855667917820994,0.26182599706462245,0.21625973544160512,0.33177932239995656,0.23054628611168862,0.23928583748173318,0.28014864855016314,0.2119734902741148
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
