,zone_0,zone_1,zone_2,zone_3,zone_4,zone_5,zone_6,zone_7,zone_8
77,0.31945467836235,0.4462028640384321,0.43739239505524585,0.4875662384535508,0.47417071858633175,0.48639690485180964,0.4634925597329602,0.44078066612653893,0.32916408247394635
78,0.3197982084166617,0.44765842273623196,0.4398481448890032,0.4881076816430549,0.4754005003079431,0.48762123427965215,0.4638978073654947,0.44189734080605575,0.33071299425719813
79,0.32031845357735955,0.4497679662562344,0.4418398655996219,0.48887787894060014,0.4769929779201408,0.48950193621692195,0.46439646711753324,0.44335047275192674,0.3322394461683013
80,0.3207933152461282,0.4513738909005976,0.44450994262287075,0.48952009217167225,0.47838127342390474,0.49088501312581534,0.46482807498606776,0.4446218939082545,0.33374042828145595
81,0.32130220466514525,0.45310401944892353,0.44723391316858074,0.49027040976222996,0.4798102529902759,0.4923947299154289,0.46529947959923507,0.4459486084414548,0.3352151217567408
82,0.3217504728313926,0.4545222235259631,0.4494010903754093,0.49098880956705376,0.4810099936602841,0.4936813944357228,0.4657591446073632,0.44708568119273895,0.3366671221789453
83,0.32226785384387613,0.4560057780908543,0.45157589513451474,0.4918292663928447,0.48216841494885226,0.4951371782769228,0.4662428257382421,0.44822192256230914,0.33810147770457
84,0.322745928754036,0.45734924267160865,0.45401474286584864,0.49269369353769354,0.4832821908861601,0.4964864172362897,0.46678767438746055,0.44928764302116525,0.3395211913258672
85,0.32325141110020544,0.45899175866833386,0.4561706867648978,0.49365238062308403,0.48452096531090066,0.4981879524828922,0.46714862394845685,0.45045767352576754,0.34092511967391453
86,0.3237163606616501,0.46038198104637934,0.45846709965937527,0.4945690615001007,0.4856133190830777,0.49966661931477613,0.46760953817201195,0.45151508052538186,0.3423135849000901
87,0.3242034807778098,0.46203799516820315,0.4604115899443091,0.49558617167289104,0.4868297959989993,0.5014633055554203,0.4681528155694456,0.45267205489851464,0.3436860527032415
88,0.3246775236390369,0.46347096698175055,0.4625470339297518,0.49653152638492165,0.4879181059697046,0.5030408046415997,0.4687341301793098,0.4537179892918376,0.34504410498266846
89,0.32537994020998945,0.46502058849255484,0.4647385499298455,0.49739504237637555,0.48901337980651643,0.5049594404154303,0.4693295330088801,0.4557513518705011,0.346392471019874
90,0.32602113983421716,0.4667848753574655,0.46700020686175575,0.49843048300714443,0.4903001981242635,0.5067644952388007,0.47001006165654574,0.45747998868173206,0.3477308165561616
91,0.3264776280259849,0.4685935734729851,0.4691319626922426,0.49951917323756945,0.49161142239969224,0.5083207653257694,0.4707185819357488,0.45842762151704414,0.3490548874412222
92,0.3268733154962538,0.4703517113781769,0.4710420284084801,0.5006167569075435,0.4929232835874729,0.5097614123331781,0.47145533894493397,0.4592253320944016,0.3503607703561498
93,0.3271799263466721,0.4720190532267734,0.4728705746059724,0.5017266761162803,0.4941875674176876,0.511045687791879,0.47221514614166665,0.45974245277756454,0.35165280795448806
94,0.32742723575525573,0.4737037114821478,0.4745087786939307,0.5028403046543901,0.49545054263176574,0.5122529400815548,0.4729751243862173,0.46010975355673345,0.3529309432214513
95,0.3276148894527244,0.47530312665694774,0.4760833037147533,0.5039193189305714,0.4966787457476917,0.5133445925999565,0.47374540981386093,0.46036531107484374,0.3541936689020865
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
