,zone_0,zone_1,zone_2,zone_3,zone_4,zone_5,zone_6,zone_7,zone_8,zone_9,zone_10,zone_11
71,0.34844913288246604,0.3515643024166663,0.4230455332264923,0.32561998075540904,0.38287226200614205,0.2854172476215137,0.38767153914871433,0.5863276714271741,0.4342559079359181,0.2829254878238611,0.3033649565411124,0.25744559298365827
72,0.3484774453043591,0.3518728559442787,0.4229586791776866,0.32701708836829985,0.3826305924181917,0.28707295522688514,0.3879549508087684,0.5873766582270076,0.4360659551192578,0.2847546737416803,0.3039999356313854,0.2585401417767359
73,0.3484944810441375,0.35218298852872487,0.42285775453864277,0.3283885046458736,0.3823921290631668,0.2887022247656027,0.3882400669820268,0.5884529768498866,0.4379082174055428,0.28656317649333274,0.3046150290045204,0.25961629302358685
74,0.3485040334015013,0.35245354261938777,0.4227734760400236,0.32975753950153075,0.38210807429214844,0.29030573082631983,0.3885248845171058,0.5895489331487523,0.43978859097059037,0.2883521057934522,0.30523765487417603,0.2606739150271397
75,0.34850811662633924,0.3527703678825588,0.4226778229192555,0.33110566729444124,0.3818306555099225,0.2918780968570777,0.3888192071156646,0.5906683443087555,0.4417232151985117,0.290122628425463,0.3058640417794574,0.261713744677545
76,0.34850372575205196,0.3530547817461432,0.42262725270002127,0.3324408307593128,0.38152151887179864,0.29343011201779,0.38914144823551816,0.5918308881975602,0.443747295433218,0.2918760861551618,0.30648422827288296,0.2627350867689984
77,0.3484951387404172,0.3534040709385417,0.422584790062347,0.33378128079382485,0.38125595824077074,0.294945972074364,0.38943536775932946,0.593060853381917,0.44602894106405794,0.29361307534638525,0.30710231001279287,0.263730504003277
78,0.3484682690631662,0.35373741463043057,0.42259889836590425,0.33511075866702633,0.38096541272012785,0.29642176411512494,0.38973781451508005,0.5943368989612312,0.44850842406350333,0.295334390337759,0.3077200640488238,0.2647097479361635
79,0.3484285485477481,0.35414627631750295,0.42262163325624075,0.33643008413724124,0.38071471218922986,0.29787142139226636,0.39006565514305896,0.5956654324397936,0.45118739003004943,0.2970394680960699,0.30833901369366307,0.26568205118453825
80,0.34837525767031546,0.3545317998191644,0.42265326722052954,0.3377457142074691,0.3804463228659345,0.29929840545440656,0.39048427287813425,0.5970149416176843,0.4537309567526045,0.2987270488766601,0.30894612840884494,0.2666326018217683
81,0.3483231711601285,0.3549401182333802,0.4226883820481008,0.3390722694361222,0.38019792163693567,0.30069346094718624,0.39094567369422345,0.5982841469327613,0.45621975644295076,0.30040028372920574,0.3095601832325197,0.26756982737548146
